"","left_company","department","job_level","salary","weekly_hours","business_travel","yrs_at_company","yrs_since_promotion","previous_companies","job_satisfaction","performance_rating","marital_status","miles_from_home"
"1263","Yes","Sales","Manager",69735.187465897,60,"Frequently",1,0,4,"High","Exceeds Expectations","Married",17
"1264","No","Marketing","Manager",65910.5148766495,49,"Rarely",5,0,1,"Medium","Meets Expectations","Divorced",12
"1265","No","Sales","Director",123628.159961308,45,"Rarely",1,0,2,"Low","Meets Expectations","Married",2
"1266","No","Marketing","Director",118217.00187495,50,"None",9,1,2,"Medium","Not Effective","Divorced",4
"1267","No","Marketing","Senior Manager",74971.231444707,47,"Rarely",5,0,2,"Low","Meets Expectations","Divorced",9
"1268","No","IT and Analytics","Manager",84269.5565634273,52,"None",15,0,7,"High","Exceeds Expectations","Divorced",10
"1269","No","IT and Analytics","Director",123378.671726256,42,"None",3,0,1,"High","Meets Expectations","Married",1
"1270","No","Research","Director",121072.926498179,52,"Rarely",9,1,3,"Very High","Meets Expectations","Single",2
"1271","No","Research","Senior Manager",85061.3608654524,55,"Rarely",2,2,3,"Very High","Meets Expectations","Single",3
"1272","Yes","IT and Analytics","Manager",70344.2002485388,60,"Rarely",1,1,6,"Medium","Minimally Effective","Single",7
"1273","No","Product Development","Director",118501.179058451,46,"Rarely",5,0,7,"High","Meets Expectations","Married",6
"1274","Yes","Marketing","Associate",34997.6583294064,60,"Rarely",1,0,6,"Low","Exceeds Expectations","Married",8
"1275","No","IT and Analytics","Director",123392.07526215,48,"Rarely",12,5,3,"Very High","Meets Expectations","Married",29
"1276","No","Marketing","Manager",62361.2481648924,48,"Rarely",2,2,3,"High","Exceptional","Married",3
"1277","No","Research","Senior Manager",80137.3219626048,48,"Rarely",5,0,2,"Medium","Exceeds Expectations","Married",9
"1278","No","IT and Analytics","Director",116077.54897854,50,"Rarely",2,2,1,"Very High","Not Effective","Divorced",2
"1279","No","Marketing","Director",128069.758969913,46,"Rarely",12,5,2,"Low","Exceptional","Married",10
"1280","Yes","IT and Analytics","Vice President",211621.027615427,60,"Frequently",5,2,6,"Medium","Meets Expectations","Divorced",1
"1281","No","IT and Analytics","Manager",67835.0734335359,51,"Rarely",10,4,3,"Medium","Minimally Effective","Divorced",8
"1282","Yes","Sales","Senior Manager",71271.1186845569,57,"Rarely",10,7,4,"Very High","Minimally Effective","Single",27
"1283","No","Marketing","Director",119938.148278117,52,"Rarely",10,7,3,"Low","Exceptional","Married",8
"1284","No","Research","Associate",45338.2883307411,48,"Rarely",5,0,6,"Very High","Meets Expectations","Married",1
"1285","No","Research","Senior Manager",83436.306398412,49,"Rarely",4,2,3,"High","Exceeds Expectations","Single",10
"1286","No","Marketing","Senior Manager",82643.6901061758,45,"None",2,2,2,"Medium","Exceeds Expectations","Single",26
"1287","No","Product Development","Vice President",172742.444449538,49,"Rarely",4,0,2,"Low","Exceeds Expectations","Married",2
"1288","No","Sales","Manager",67188.2600241574,44,"Rarely",0,0,3,"Low","Meets Expectations","Married",13
"1289","No","IT and Analytics","Manager",66318.0120046358,51,"None",7,1,5,"Very High","Meets Expectations","Divorced",2
"1290","No","Research","Senior Manager",91035.0753145607,45,"None",11,3,2,"Medium","Exceeds Expectations","Divorced",2
"1291","Yes","Finance and Operations","Manager",74466.0763967316,55,"Frequently",7,0,6,"Low","Meets Expectations","Married",9
"1292","Yes","Sales","Manager",66114.8388188604,54,"Rarely",10,0,4,"Low","Minimally Effective","Single",10
"1293","No","Research","Director",134434.692606841,45,"Frequently",2,2,1,"Very High","Exceeds Expectations","Divorced",20
"1294","No","Finance and Operations","Director",129969.476928738,45,"None",3,1,2,"High","Exceeds Expectations","Single",9
"1295","No","IT and Analytics","Vice President",181300.327638955,51,"Rarely",3,1,3,"Medium","Exceeds Expectations","Single",5
"1296","No","Research","Director",118821.643576808,45,"Rarely",22,13,2,"High","Exceeds Expectations","Divorced",4
"1297","No","Finance and Operations","Manager",72349.2561903826,50,"Rarely",7,0,2,"High","Minimally Effective","Single",10
"1298","Yes","Product Development","Director",115834.305643896,61,"Rarely",5,1,5,"Medium","Meets Expectations","Married",20
"1299","Yes","Sales","Manager",67453.2077674598,58,"Rarely",9,3,5,"Medium","Meets Expectations","Married",21
"1300","No","IT and Analytics","Associate",47033.0522448926,46,"Rarely",5,0,3,"Very High","Exceptional","Divorced",1
"1301","No","Product Development","Director",122376.314846163,51,"Rarely",10,4,2,"High","Exceeds Expectations","Married",8
"1302","No","IT and Analytics","Senior Manager",85369.4977457575,43,"None",16,14,2,"Medium","Meets Expectations","Divorced",2
"1303","No","Research","Senior Manager",105000.265408491,47,"Rarely",5,0,2,"High","Meets Expectations","Married",23
"1304","No","Marketing","Senior Manager",90552.3384301243,49,"Rarely",22,14,6,"Medium","Exceeds Expectations","Divorced",4
"1305","No","Marketing","Vice President",177124.456372582,47,"Rarely",7,7,6,"Low","Meets Expectations","Divorced",12
"1306","No","Sales","Senior Manager",76871.8857049885,46,"Rarely",7,1,3,"Very High","Exceptional","Married",7
"1307","No","IT and Analytics","Director",115535.608995844,50,"Frequently",3,2,3,"Low","Exceeds Expectations","Married",7
"1308","No","IT and Analytics","Director",118983.204474893,47,"Rarely",3,1,3,"Low","Exceeds Expectations","Married",1
"1309","No","IT and Analytics","Vice President",164815.528313698,48,"Rarely",4,0,3,"Very High","Exceeds Expectations","Married",2
"1310","No","Sales","Vice President",183795.281190274,45,"Rarely",5,1,2,"Very High","Meets Expectations","Single",10
"1311","No","IT and Analytics","Senior Manager",100656.596267686,47,"Frequently",2,2,2,"High","Minimally Effective","Married",15
"1312","No","Marketing","Senior Manager",88771.2646913728,47,"None",0,0,3,"High","Exceeds Expectations","Single",14
"1313","Yes","Finance and Operations","Senior Manager",83630.0459086513,64,"Rarely",1,0,6,"Low","Meets Expectations","Married",18
"1314","Yes","Product Development","Associate",46370.1424825643,61,"Rarely",2,2,3,"Low","Meets Expectations","Divorced",13
"1315","No","Marketing","Senior Manager",97621.9131266943,51,"None",8,5,3,"High","Exceeds Expectations","Married",2
"1316","No","IT and Analytics","Manager",70405.9589397101,49,"Rarely",1,0,3,"Medium","Meets Expectations","Married",2
"1317","No","Research","Senior Manager",85001.3464912178,48,"Frequently",7,7,2,"Very High","Exceeds Expectations","Married",2
"1318","No","Research","Director",121156.531414941,42,"Frequently",5,0,3,"Very High","Exceeds Expectations","Single",5
"1319","No","Research","Senior Manager",81140.231086154,46,"Frequently",11,3,2,"Very High","Meets Expectations","Married",20
"1320","No","Research","Director",125356.655936005,49,"Frequently",0,0,3,"Very High","Meets Expectations","Single",10
"1321","No","IT and Analytics","Senior Manager",98371.2750993882,49,"None",6,3,4,"High","Exceptional","Married",10
"1322","No","Research","Associate",47715.181982346,49,"Rarely",2,2,2,"High","Meets Expectations","Single",9
"1323","No","IT and Analytics","Manager",75936.312224989,48,"Rarely",9,4,1,"Very High","Exceeds Expectations","Divorced",2
"1324","No","IT and Analytics","Senior Manager",88891.9828613255,46,"None",3,2,1,"Very High","Exceeds Expectations","Divorced",1
"1325","No","IT and Analytics","Senior Manager",75284.6543202114,45,"Rarely",7,1,4,"High","Exceptional","Divorced",29
"1326","No","IT and Analytics","Director",118325.15753283,49,"Rarely",0,0,7,"High","Exceptional","Single",8
"1327","Yes","IT and Analytics","Manager",75142.1670425491,59,"Rarely",2,2,3,"Medium","Minimally Effective","Single",2
"1328","No","Product Development","Associate",43956.8483974982,48,"Rarely",19,2,5,"Low","Meets Expectations","Divorced",3
"1329","No","Sales","Vice President",177405.774686488,44,"Rarely",9,5,3,"High","Exceeds Expectations","Married",23
"1330","No","Research","Director",115746.469558032,43,"Rarely",1,0,1,"Medium","Exceeds Expectations","Married",6
"1331","No","Sales","Director",116043.993217091,48,"Rarely",16,6,1,"High","Exceeds Expectations","Married",6
"1332","No","Sales","Manager",77438.5085251933,46,"Rarely",22,12,1,"Medium","Meets Expectations","Married",10
"1333","Yes","Sales","Manager",73598.5330579153,56,"Frequently",1,1,6,"Very High","Meets Expectations","Single",24
"1334","Yes","Product Development","Associate",47953.8832005375,58,"Rarely",8,0,4,"Medium","Minimally Effective","Married",10
"1335","No","Sales","Director",121005.061238316,52,"Frequently",7,7,2,"Low","Meets Expectations","Married",15
"1336","No","Research","Manager",68726.2937904803,52,"Rarely",2,2,2,"Very High","Meets Expectations","Divorced",19
"1337","No","Finance and Operations","Senior Manager",100409.873459274,52,"Rarely",5,0,3,"Very High","Meets Expectations","Married",2
"1338","No","Marketing","Manager",68127.008572629,49,"Rarely",1,0,2,"Medium","Meets Expectations","Married",3
"1339","Yes","Sales","Manager",68282.38310028,56,"Rarely",1,0,3,"Very High","Minimally Effective","Single",9
"1340","Yes","Finance and Operations","Manager",71226.0301035015,60,"Rarely",1,0,1,"Medium","Meets Expectations","Single",7
"1341","No","Marketing","Vice President",195197.701446935,43,"Rarely",10,1,3,"High","Exceptional","Married",10
"1342","No","Finance and Operations","Senior Manager",89013.3394154753,47,"Rarely",10,0,3,"High","Exceeds Expectations","Divorced",20
"1343","No","Research","Vice President",187762.948248017,46,"Rarely",5,1,1,"Very High","Exceeds Expectations","Married",4
"1344","No","IT and Analytics","Associate",40663.8432556031,49,"Rarely",3,1,6,"Low","Meets Expectations","Single",7
"1345","No","Research","Senior Manager",87500.7715597378,51,"Rarely",5,0,3,"Low","Meets Expectations","Married",7
"1346","No","Sales","Manager",84337.5485568867,50,"Rarely",3,0,3,"Medium","Meets Expectations","Married",16
"1347","No","Marketing","Senior Manager",79410.4054441649,50,"Rarely",9,3,3,"Very High","Meets Expectations","Married",25
"1348","No","IT and Analytics","Director",116098.6939297,44,"Frequently",10,0,2,"Very High","Exceeds Expectations","Single",2
"1349","No","Research","Senior Manager",94819.3670586778,49,"Rarely",19,11,3,"Low","Exceptional","Divorced",1
"1350","No","Marketing","Director",116782.33031076,49,"Rarely",1,1,4,"High","Meets Expectations","Married",1
"1351","No","IT and Analytics","Manager",74479.8313283431,51,"Rarely",8,0,3,"High","Exceptional","Single",2
"1352","No","Product Development","Associate",43943.5626565238,50,"Frequently",22,4,5,"Very High","Meets Expectations","Divorced",22
"1353","No","IT and Analytics","Associate",44476.6007922386,48,"Rarely",2,2,2,"Low","Minimally Effective","Married",1
"1354","Yes","Marketing","Associate",43833.0187527255,58,"None",5,3,5,"Low","Meets Expectations","Married",16
"1355","Yes","Research","Associate",41178.9768572829,58,"Rarely",4,1,7,"Very High","Minimally Effective","Single",24
"1356","No","Marketing","Manager",71748.1789892925,46,"Rarely",4,1,6,"Medium","Exceeds Expectations","Married",17
"1357","No","Marketing","Vice President",183343.862495291,45,"Rarely",5,1,2,"Medium","Exceptional","Married",8
"1358","No","IT and Analytics","Director",125173.856687768,49,"Rarely",13,5,3,"Low","Meets Expectations","Married",6
"1359","No","IT and Analytics","Director",119604.925445081,49,"Rarely",5,1,6,"Very High","Exceptional","Divorced",10
"1360","No","Marketing","Senior Manager",84903.7758693298,51,"Rarely",4,0,1,"Very High","Meets Expectations","Married",3
"1361","No","Research","Director",125173.73986461,46,"Rarely",2,2,3,"High","Meets Expectations","Divorced",4
"1362","No","IT and Analytics","Senior Manager",83441.0706442523,49,"Frequently",7,7,1,"Very High","Exceptional","Married",6
"1363","No","Sales","Director",122459.71983854,47,"Frequently",4,0,6,"High","Minimally Effective","Single",1
"1364","No","Marketing","Director",129608.686716108,55,"Rarely",10,0,5,"High","Meets Expectations","Single",10
"1365","No","IT and Analytics","Director",123243.165394436,48,"Frequently",7,0,3,"Very High","Meets Expectations","Married",1
"1366","Yes","Sales","Associate",40356.8622739299,61,"Frequently",1,0,4,"Low","Minimally Effective","Single",24
"1367","No","Research","Director",119616.604600776,49,"None",3,1,6,"High","Meets Expectations","Married",21
"1368","No","Sales","Senior Manager",83651.3699640377,50,"Rarely",5,1,2,"Medium","Meets Expectations","Married",2
"1369","No","IT and Analytics","Senior Manager",90379.9727107424,45,"Frequently",15,6,3,"Very High","Exceeds Expectations","Married",22
"1370","Yes","Product Development","Director",122852.488386388,62,"Rarely",2,2,4,"High","Minimally Effective","Single",13
"1371","No","Product Development","Senior Manager",73545.0774518508,46,"None",8,1,3,"Medium","Exceeds Expectations","Married",14
"1372","No","Research","Senior Manager",81048.9987958131,51,"Rarely",0,0,6,"Low","Exceeds Expectations","Married",11
"1373","No","Marketing","Manager",72783.7217625397,47,"Rarely",10,7,3,"Low","Exceeds Expectations","Married",9
"1374","No","Research","Director",122962.204883945,48,"Frequently",20,0,3,"Medium","Meets Expectations","Divorced",8
"1375","No","IT and Analytics","Senior Manager",83270.1011622291,50,"Rarely",1,0,3,"Very High","Exceptional","Married",21
"1376","Yes","Product Development","Vice President",192306.165360107,55,"Frequently",4,0,1,"High","Meets Expectations","Single",5
"1377","No","Research","Manager",76814.6604613417,44,"Rarely",5,0,5,"Very High","Meets Expectations","Divorced",9
"1378","No","IT and Analytics","Senior Manager",102657.634336996,46,"Frequently",5,4,3,"Very High","Meets Expectations","Married",2
"1379","No","Research","Senior Manager",101440.959409181,49,"Rarely",0,0,2,"Very High","Exceptional","Divorced",12
"1380","Yes","Sales","Associate",42588.933232111,56,"Frequently",1,0,5,"Medium","Exceeds Expectations","Married",22
"1381","No","Marketing","Senior Manager",91135.04214774,53,"Rarely",5,0,1,"Low","Exceptional","Married",18
"1382","No","Sales","Senior Manager",84408.6355223392,47,"None",5,1,2,"High","Meets Expectations","Single",16
"1383","No","IT and Analytics","Manager",61870.1877431988,44,"None",4,2,2,"Low","Meets Expectations","Divorced",3
"1384","No","Product Development","Director",128658.290251138,43,"None",5,0,3,"Medium","Exceeds Expectations","Married",9
"1385","No","IT and Analytics","Director",117213.848278338,47,"Rarely",14,2,4,"Very High","Exceptional","Single",1
"1386","No","Sales","Associate",41870.1778540448,54,"Rarely",8,1,2,"High","Exceptional","Divorced",13
"1387","No","IT and Analytics","Vice President",184909.537000868,44,"Rarely",7,7,4,"Low","Meets Expectations","Single",1
"1388","No","Research","Vice President",185041.570077579,50,"Rarely",5,0,3,"Low","Exceeds Expectations","Married",1
"1389","No","Finance and Operations","Director",120360.719129127,52,"None",5,1,7,"Very High","Exceeds Expectations","Divorced",15
"1390","No","Finance and Operations","Manager",71191.5638043643,45,"Frequently",10,8,3,"Low","Exceptional","Married",1
"1391","Yes","Finance and Operations","Associate",41312.6522178164,57,"Rarely",4,0,5,"Very High","Minimally Effective","Divorced",17
"1392","No","Marketing","Director",105939.18854079,54,"Rarely",1,0,6,"Low","Minimally Effective","Single",1
"1393","No","Research","Vice President",170351.90457946,45,"Rarely",10,0,5,"Very High","Exceeds Expectations","Married",7
"1394","No","Product Development","Manager",74618.9166706237,45,"Rarely",7,0,3,"Very High","Meets Expectations","Single",9
"1395","No","Sales","Senior Manager",67981.1402031125,51,"Rarely",1,0,1,"Very High","Exceeds Expectations","Single",5
"1396","Yes","Product Development","Manager",77175.3553471057,53,"Frequently",10,0,5,"Very High","Meets Expectations","Married",26
"1397","Yes","Sales","Manager",67902.2765212806,64,"Rarely",2,2,1,"Low","Meets Expectations","Single",24
"1398","No","Marketing","Senior Manager",92201.6132325437,44,"Rarely",4,2,2,"High","Meets Expectations","Married",9
"1399","No","IT and Analytics","Senior Manager",90461.1265118545,52,"Frequently",9,2,2,"High","Exceeds Expectations","Divorced",7
"1400","No","Sales","Senior Manager",81178.0388799615,47,"Rarely",10,0,2,"High","Exceptional","Married",11
"1401","No","IT and Analytics","Senior Manager",83984.9885822926,44,"Frequently",6,1,2,"Medium","Exceeds Expectations","Married",1
"1402","No","Sales","Director",121756.084593411,50,"Rarely",10,1,2,"Medium","Exceeds Expectations","Married",26
"1403","No","Sales","Vice President",173969.731831272,48,"Rarely",1,0,3,"Very High","Exceeds Expectations","Divorced",2
"1404","No","IT and Analytics","Associate",34200.0771701832,52,"Rarely",20,11,3,"Low","Exceeds Expectations","Single",15
"1405","No","Research","Manager",65218.6650055124,53,"None",20,3,3,"High","Meets Expectations","Single",23
"1406","No","Product Development","Senior Manager",87143.7480870568,48,"None",11,4,1,"High","Exceptional","Married",10
"1407","No","IT and Analytics","Manager",65308.878961193,44,"Rarely",5,1,5,"Low","Meets Expectations","Single",10
"1408","No","IT and Analytics","Director",111383.537000166,51,"Rarely",4,1,3,"High","Meets Expectations","Single",1
"1409","No","Marketing","Senior Manager",76505.8058331046,49,"Rarely",5,1,1,"Very High","Exceptional","Single",12
"1410","No","Research","Manager",64812.5457463602,50,"Frequently",10,9,2,"High","Exceptional","Married",11
"1411","No","Marketing","Senior Manager",95729.9575248727,51,"Rarely",11,5,5,"Medium","Meets Expectations","Married",2
"1412","No","IT and Analytics","Senior Manager",89254.6651036083,49,"Rarely",2,1,2,"Medium","Meets Expectations","Married",2
"1413","No","Finance and Operations","Senior Manager",94148.5855118566,48,"Rarely",12,1,3,"Medium","Exceptional","Married",1
"1414","No","IT and Analytics","Vice President",152650.789629739,44,"Rarely",2,0,5,"High","Exceeds Expectations","Divorced",2
"1415","No","Marketing","Manager",73959.6648971684,47,"Rarely",17,12,2,"High","Meets Expectations","Single",25
"1416","No","Marketing","Associate",45208.0868853076,44,"None",1,0,1,"High","Exceeds Expectations","Divorced",1
"1417","No","IT and Analytics","Senior Manager",89361.46125014,50,"Rarely",15,5,6,"Medium","Meets Expectations","Married",1
"1418","No","Marketing","Senior Manager",92666.4320349486,53,"Rarely",2,1,2,"High","Meets Expectations","Married",2
"1419","No","Research","Manager",62689.9627222327,50,"Frequently",8,7,3,"High","Exceeds Expectations","Married",6
"1420","No","Sales","Senior Manager",98724.7291142469,49,"Rarely",4,1,2,"Low","Meets Expectations","Divorced",18
"1421","No","IT and Analytics","Senior Manager",94280.2149076688,48,"Rarely",5,1,7,"Very High","Exceeds Expectations","Married",1
"1422","No","Sales","Senior Manager",105868.694612366,50,"None",13,5,4,"Medium","Exceptional","Married",1
"1423","No","IT and Analytics","Senior Manager",91802.3084399251,47,"Rarely",2,2,3,"High","Exceptional","Married",11
"1424","No","Product Development","Senior Manager",96260.9436910343,54,"Rarely",3,1,2,"High","Exceeds Expectations","Single",1
"1425","No","IT and Analytics","Associate",41797.1325853795,49,"Rarely",10,0,3,"High","Exceeds Expectations","Single",9
"1426","No","Finance and Operations","Manager",72287.5424012612,48,"Rarely",9,8,2,"Very High","Exceeds Expectations","Married",15
"1427","No","Product Development","Director",120152.445429719,45,"Rarely",6,4,2,"Medium","Minimally Effective","Single",29
"1428","No","Product Development","Vice President",161327.696299684,51,"Rarely",1,0,3,"Very High","Meets Expectations","Married",1
"1429","No","IT and Analytics","Manager",71584.5873464702,53,"Rarely",2,2,3,"Medium","Exceeds Expectations","Married",1
"1430","No","Research","Senior Manager",79451.311285417,48,"Rarely",7,1,2,"Very High","Meets Expectations","Single",24
"1431","No","Marketing","Senior Manager",78458.6719828212,49,"Rarely",18,1,2,"High","Exceptional","Married",10
"1432","No","IT and Analytics","Senior Manager",92830.7275275954,46,"Rarely",14,5,5,"Very High","Exceptional","Married",1
"1433","No","Finance and Operations","Director",118239.912348205,54,"Rarely",16,6,3,"Very High","Exceeds Expectations","Married",10
"1434","No","Research","Senior Manager",100623.670611754,52,"Rarely",5,0,3,"High","Exceptional","Divorced",8
"1435","No","Sales","Manager",58988.6986483402,51,"None",9,0,1,"Very High","Meets Expectations","Divorced",29
"1436","No","IT and Analytics","Associate",42154.675721302,54,"Rarely",4,1,1,"Very High","Exceptional","Single",1
"1437","No","Research","Director",125391.851715698,50,"Rarely",2,1,3,"Low","Meets Expectations","Single",5
"1438","No","Research","Director",124477.532034604,43,"None",6,1,3,"Very High","Meets Expectations","Single",9
"1439","Yes","Sales","Senior Manager",94387.821082148,55,"Frequently",1,1,1,"Low","Meets Expectations","Married",9
"1440","No","Marketing","Vice President",178675.569467053,49,"Rarely",9,3,3,"Very High","Meets Expectations","Married",3
"1441","No","IT and Analytics","Senior Manager",92847.9474808736,48,"Frequently",4,0,2,"Medium","Exceeds Expectations","Divorced",4
"1442","No","Product Development","Senior Manager",79428.8638676459,51,"None",13,1,3,"High","Exceptional","Divorced",1
"1443","Yes","Sales","Manager",70767.3053256635,55,"Rarely",2,2,4,"Very High","Meets Expectations","Married",1
"1444","No","IT and Analytics","Senior Manager",89123.4129111947,44,"Rarely",22,4,3,"High","Meets Expectations","Married",2
"1445","Yes","Sales","Associate",42927.0923474407,57,"Rarely",10,9,5,"High","Meets Expectations","Married",7
"1446","No","IT and Analytics","Associate",35900.2777693005,52,"Rarely",20,0,2,"Medium","Exceeds Expectations","Married",28
"1447","No","Marketing","Director",122207.780088,47,"Rarely",8,1,4,"High","Exceeds Expectations","Married",28
"1448","No","Research","Director",114631.140371056,49,"None",15,11,3,"Very High","Meets Expectations","Divorced",15
"1449","No","Finance and Operations","Senior Manager",101291.060155551,48,"Rarely",5,0,2,"Medium","Meets Expectations","Divorced",3
"1450","No","Research","Senior Manager",84994.4493720012,52,"Rarely",4,1,2,"Low","Exceeds Expectations","Single",2
"1451","No","Research","Associate",49333.3291448708,49,"Rarely",9,1,6,"Very High","Exceeds Expectations","Single",26
"1452","No","Product Development","Director",119788.659735502,49,"Rarely",10,1,3,"Very High","Exceeds Expectations","Married",10
"1453","Yes","Product Development","Manager",61955.9276509271,57,"Frequently",6,0,4,"High","Meets Expectations","Divorced",1
"1454","No","Marketing","Senior Manager",98231.9171639614,47,"Rarely",6,0,3,"Very High","Meets Expectations","Married",11
"1455","No","IT and Analytics","Director",121303.697345376,49,"Rarely",5,0,3,"High","Meets Expectations","Single",20
"1456","No","Product Development","Senior Manager",104427.504211114,52,"Rarely",2,2,3,"High","Meets Expectations","Single",2
"1457","No","Research","Manager",60040.4691775023,46,"Frequently",10,0,2,"High","Meets Expectations","Married",18
"1458","No","Marketing","Vice President",190092.151858227,43,"Rarely",5,0,2,"High","Exceeds Expectations","Married",2
"1459","No","Sales","Vice President",188142.213030028,51,"Rarely",4,1,3,"Very High","Exceptional","Married",1
"1460","No","Research","Associate",36979.4633127132,53,"Rarely",4,0,3,"Medium","Meets Expectations","Married",13
"1461","No","IT and Analytics","Manager",72229.6393606315,49,"Rarely",5,0,1,"Low","Meets Expectations","Single",28
"1462","Yes","Finance and Operations","Associate",43283.6348028026,58,"Rarely",3,2,5,"Low","Not Effective","Divorced",28
"1463","No","Marketing","Senior Manager",85569.2669541807,47,"Rarely",20,9,7,"Very High","Exceeds Expectations","Married",24
"1464","No","IT and Analytics","Manager",73565.3456357278,53,"None",9,1,2,"Low","Exceeds Expectations","Single",5
"1465","No","Research","Director",117476.808875839,48,"Rarely",4,0,2,"High","Exceptional","Single",5
"1466","No","Sales","Vice President",169930.458319992,48,"Frequently",5,0,2,"Very High","Exceeds Expectations","Married",23
"1467","No","Research","Senior Manager",81375.6877389453,48,"Rarely",7,1,1,"Low","Meets Expectations","Married",6
"1468","No","Research","Senior Manager",84913.3610814758,48,"Rarely",6,0,2,"Medium","Meets Expectations","Married",4
"1469","No","IT and Analytics","Senior Manager",95340.2466410803,49,"Frequently",9,0,3,"Medium","Exceptional","Married",2
"1470","No","Research","Director",123537.757632421,53,"Rarely",4,1,2,"High","Exceeds Expectations","Married",8
